user_id	tag0	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	tag10	tag11	tag12	tag13	tag14	tag15	tag16	tag17
1	0.1111111111111111	0.19753086419753085	0.0	0.06172839506172839	0.024691358024691357	0.0	0.0	0.0	0.012345679012345678	0.012345679012345678	0.0	0.18518518518518517	0.024691358024691357	0.19753086419753085	0.16049382716049382	0.012345679012345678	0.0	0.0
2	0.08695652173913043	0.0	0.0391304347826087	0.08695652173913043	0.18695652173913044	0.004347826086956522	0.0391304347826087	0.013043478260869565	0.11304347826086956	0.05217391304347826	0.013043478260869565	0.30434782608695654	0.05217391304347826	0.0	0.0	0.0	0.0	0.008695652173913044
3	0.2716049382716049	0.024691358024691357	0.0	0.024691358024691357	0.19753086419753085	0.0	0.0	0.07407407407407407	0.04938271604938271	0.0	0.012345679012345678	0.04938271604938271	0.20987654320987653	0.024691358024691357	0.012345679012345678	0.012345679012345678	0.0	0.037037037037037035
4	0.0	0.0	0.08695652173913043	0.043478260869565216	0.43478260869565216	0.0	0.0	0.08695652173913043	0.08695652173913043	0.043478260869565216	0.0	0.13043478260869565	0.043478260869565216	0.0	0.0	0.0	0.0	0.043478260869565216
5	0.16554054054054054	0.010135135135135136	0.037162162162162164	0.09797297297297297	0.08445945945945946	0.0033783783783783786	0.013513513513513514	0.0033783783783783786	0.10472972972972973	0.057432432432432436	0.02364864864864865	0.32094594594594594	0.013513513513513514	0.006756756756756757	0.006756756756756757	0.0	0.02027027027027027	0.030405405405405407
6	0.18181818181818182	0.09090909090909091	0.006493506493506494	0.2077922077922078	0.05844155844155844	0.0	0.025974025974025976	0.05194805194805195	0.01948051948051948	0.006493506493506494	0.0	0.11688311688311688	0.045454545454545456	0.05194805194805195	0.12337662337662338	0.012987012987012988	0.0	0.0
7	0.02127659574468085	0.0	0.06382978723404255	0.06382978723404255	0.3829787234042553	0.0	0.02127659574468085	0.0	0.23404255319148937	0.02127659574468085	0.02127659574468085	0.06382978723404255	0.0851063829787234	0.0	0.0	0.0	0.0	0.02127659574468085
8	0.05508474576271186	0.00847457627118644	0.029661016949152543	0.11440677966101695	0.11864406779661017	0.0	0.025423728813559324	0.00423728813559322	0.1059322033898305	0.046610169491525424	0.01694915254237288	0.4322033898305085	0.0211864406779661	0.012711864406779662	0.00423728813559322	0.0	0.0	0.00423728813559322
9	0.1419753086419753	0.018518518518518517	0.037037037037037035	0.09876543209876543	0.08641975308641975	0.0	0.024691358024691357	0.006172839506172839	0.12345679012345678	0.07407407407407407	0.0	0.29012345679012347	0.030864197530864196	0.043209876543209874	0.0	0.006172839506172839	0.012345679012345678	0.006172839506172839
10	0.2247340425531915	0.0797872340425532	0.07047872340425532	0.08244680851063829	0.08244680851063829	0.0026595744680851063	0.022606382978723406	0.010638297872340425	0.023936170212765957	0.015957446808510637	0.007978723404255319	0.13962765957446807	0.07712765957446809	0.041223404255319146	0.047872340425531915	0.04654255319148936	0.0026595744680851063	0.02127659574468085
